ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Dt_Customer_month;Dt_Customer_dayofweek
4992;1975;Master;Together;17459.0;1;0;12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;1;9;3
5252;1969;Graduation;Divorced;23910.0;1;0;80;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;0;0;10;4
7444;1969;Master;Married;42169.0;1;1;20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;0;10;5
6919;1978;2n Cycle;Married;26224.0;1;0;39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;0;6;1
3537;1981;Graduation;Together;31089.0;1;0;57;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;0;0;8;4
10277;1961;Graduation;Single;30081.0;0;1;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;0;2;3
2453;1960;Graduation;Together;62807.0;0;1;83;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;0;0;8;4
7972;1955;Graduation;Single;72906.0;0;0;79;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;0;9;1
895;1948;PhD;Married;61467.0;0;2;69;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;0;0;12;6
1177;1966;Master;Together;49618.0;1;1;77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;0;0;1;5
7141;1986;Master;Single;21888.0;1;0;15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;0;1;12;5
7232;1973;Graduation;Widow;42429.0;0;1;99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;0;2;1
8477;1956;Graduation;Divorced;26150.0;2;1;61;5;1;13;3;5;1;1;1;0;3;7;0;0;0;0;0;0;0;3;0
2457;1975;Basic;Married;30801.0;0;1;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;0;10;4
7930;1969;Master;Single;26877.0;0;0;74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;0;8;0
4587;1944;Master;Widow;45006.0;0;0;90;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;0;7;3
6682;1973;Basic;Married;18978.0;1;0;41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;0;12;1
6222;1967;Graduation;Married;22574.0;2;1;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;0;10;0
3083;1974;Graduation;Married;45837.0;1;1;88;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;0;7;4
8953;1965;Master;Single;35791.0;2;1;94;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;0;0;5;0
8650;1978;Graduation;Widow;54162.0;1;1;31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;0;3;0
10862;1960;Master;Married;30522.0;0;1;6;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;0;0;8;4
2782;1961;PhD;Married;54456.0;0;1;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;0;7;3
6941;1971;Graduation;Single;31632.0;0;0;92;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;0;7;6
10972;1949;Graduation;Widow;72298.0;0;0;52;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;0;0;3;0
10708;1978;2n Cycle;Single;36975.0;1;0;50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;0;12;5
6583;1955;2n Cycle;Married;72635.0;0;0;54;390;22;323;104;35;107;1;6;8;6;3;0;0;0;1;0;0;0;6;0
3641;1976;Graduation;Married;13624.0;1;0;93;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;0;0;1;6
3469;1977;PhD;Divorced;34487.0;1;1;94;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;0;9;3
5063;1977;Graduation;Single;28769.0;1;0;76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;0;0;12;1
9624;1958;PhD;Together;65488.0;0;0;46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;0;0;6;4
4376;1960;2n Cycle;Single;32218.0;0;0;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;0;1;2;5
8461;1962;Graduation;Divorced;46102.0;2;1;3;14;0;1;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;3;0
1907;1950;Master;Divorced;63120.0;0;1;53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;0;1;9;4
701;1971;Graduation;Married;73691.0;0;1;58;707;21;250;85;43;73;2;6;2;8;2;1;0;0;0;0;0;0;11;2
3376;1970;Master;Divorced;55282.0;1;0;9;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;0;12;4
4679;1977;Master;Married;78710.0;0;1;42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;0;5;4
6728;1985;Graduation;Together;29103.0;1;0;38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;0;8;0
6661;1974;Graduation;Married;67445.0;0;1;63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;0;0;8;6
4725;1950;PhD;Together;50616.0;0;1;71;30;2;25;0;1;9;1;1;1;4;2;0;0;0;0;0;0;0;4;6
3277;1955;Graduation;Divorced;49431.0;0;1;9;219;3;100;26;0;17;2;7;1;5;8;0;0;0;0;0;0;0;8;4
2564;1953;Graduation;Together;61278.0;0;1;87;111;3;28;2;6;15;2;3;1;4;6;0;0;0;0;0;0;0;1;5
946;1958;2n Cycle;Together;26490.0;0;0;92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;0;9;5
6940;1966;PhD;Single;46734.0;1;2;86;100;1;39;6;1;76;4;3;2;3;6;1;0;0;0;0;0;0;10;0
55;1963;Graduation;Together;56253.0;0;1;83;509;0;65;7;11;5;4;7;2;9;6;0;0;0;0;0;0;0;12;4
7093;1985;Graduation;Married;19986.0;1;0;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;0;11;3
1777;1980;Basic;Married;25965.0;0;0;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;0;9;4
8162;1956;Master;Together;14661.0;0;0;88;4;1;11;6;2;2;1;1;0;3;6;0;0;0;0;0;0;0;1;1
10826;1959;Graduation;Married;18690.0;0;0;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;0;0;12;4
8754;1974;PhD;Together;45068.0;0;1;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;0;5;3
1987;1987;Basic;Single;21063.0;1;0;34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;0;9;2
11007;1968;PhD;Married;29187.0;1;0;43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;0;0;5;3
7426;1971;2n Cycle;Married;54690.0;1;1;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;0;0;11;3
9153;1964;PhD;Married;59304.0;0;1;81;418;61;428;80;51;10;3;7;8;10;5;0;0;0;0;0;0;0;7;0
10379;1962;Master;Single;59247.0;0;2;87;327;9;122;19;14;83;5;5;2;9;6;0;0;0;0;0;0;0;11;4
2920;1975;PhD;Single;52614.0;0;1;63;789;0;142;12;9;38;2;2;4;8;8;0;0;0;0;0;0;0;12;5
6961;1974;Graduation;Married;26751.0;2;0;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;0;5;3
4673;1963;PhD;Married;81300.0;0;1;17;1004;12;145;32;12;36;3;10;3;5;5;0;0;0;1;0;0;1;10;1
9937;1979;Graduation;Single;70337.0;0;0;75;187;81;149;25;43;91;1;2;2;12;1;0;0;0;0;0;0;0;1;3
8779;1985;2n Cycle;Married;36145.0;1;0;13;56;4;76;17;1;18;4;4;1;3;9;1;0;0;0;0;0;1;6;6
10120;1955;Graduation;Together;38946.0;0;1;84;116;6;82;6;6;41;2;3;1;6;5;0;0;0;0;0;0;0;10;3
6327;1967;Graduation;Together;65777.0;0;0;87;565;32;435;28;32;54;1;2;8;6;1;0;0;0;0;0;0;0;12;3
10142;1976;PhD;Divorced;66476.0;0;1;99;372;18;126;47;48;78;2;5;2;11;4;0;0;0;0;0;0;0;3;3
10767;1989;PhD;Together;77845.0;0;0;40;760;40;480;0;40;26;1;3;5;12;1;0;0;1;1;0;0;0;5;4
7230;1960;PhD;Divorced;50611.0;0;1;98;459;0;24;6;0;4;6;4;5;7;6;0;1;0;0;0;0;1;10;3
143;1970;Graduation;Single;61209.0;0;0;73;466;0;224;119;49;99;1;5;3;4;2;0;0;0;0;0;0;0;8;6
450;1958;Master;Together;42315.0;0;1;90;67;15;80;17;11;80;3;1;4;4;3;0;0;0;0;0;0;0;7;4
9316;1952;Basic;Together;13084.0;0;0;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;0;0;11;5
6379;1949;Master;Widow;47570.0;1;1;3;67;1;20;0;2;31;3;2;2;2;7;0;0;0;0;0;0;1;5;2
9239;1961;Master;Married;61923.0;0;2;94;92;4;18;3;3;6;1;2;1;4;3;0;0;0;0;0;0;0;7;4
8315;1995;Graduation;Single;34824.0;0;0;65;4;2;11;2;0;4;1;1;0;2;6;0;0;0;0;0;0;0;3;2
2868;1949;PhD;Single;26518.0;1;1;33;20;1;28;3;3;2;3;2;0;3;8;0;0;0;0;0;0;1;4;0
1277;1960;Graduation;Together;78468.0;0;0;29;434;22;388;104;22;34;1;10;7;10;4;0;0;0;1;0;0;0;4;2
9977;1973;Graduation;Divorced;78901.0;0;1;99;321;11;309;33;26;34;3;9;3;5;4;0;0;0;0;0;0;0;9;1
8029;1988;Master;Single;90247.0;0;0;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;0;1;4;1
968;1968;Master;Divorced;41335.0;1;0;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;0;12;3
4472;1970;PhD;Divorced;35682.0;1;0;34;23;0;8;6;2;18;1;1;1;3;2;0;0;0;0;0;0;0;6;4
6991;1951;Graduation;Divorced;43185.0;0;1;88;537;6;42;16;6;30;2;9;3;6;8;0;0;0;0;0;0;0;4;2
4301;1971;Master;Married;35178.0;1;0;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;0;1;1;3
1940;1986;Graduation;Married;25252.0;1;0;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;0;7;4
1272;1965;Master;Single;55250.0;0;1;49;664;58;83;32;0;66;4;7;5;10;5;0;0;0;0;0;0;0;10;6
1388;1975;Graduation;Single;33249.0;1;0;11;6;10;21;19;14;42;2;2;1;3;6;0;0;0;0;0;0;0;2;2
1044;1953;Graduation;Together;58398.0;0;0;44;299;5;201;21;21;49;3;5;4;8;4;0;0;0;0;0;0;0;5;1
6969;1982;Graduation;Together;50272.0;1;0;75;99;13;66;43;8;4;3;4;1;5;7;0;0;0;0;0;0;0;8;2
1715;1978;Graduation;Together;25851.0;1;0;45;9;4;18;7;5;5;2;2;0;3;7;0;0;0;0;0;0;0;2;0
1463;1958;Graduation;Single;45160.0;1;1;9;8;2;5;3;0;3;1;1;0;2;7;0;0;0;0;0;0;0;3;5
5114;1965;Master;Married;74806.0;0;1;1;670;9;249;0;28;9;2;5;4;5;4;0;0;0;0;0;0;0;12;2
4329;1984;PhD;Married;18988.0;1;0;43;6;0;6;2;1;1;2;1;0;3;7;0;0;0;0;0;0;0;5;4
4692;1976;Graduation;Married;7500.0;1;0;19;7;0;12;13;7;32;5;4;1;2;9;1;0;0;0;0;0;1;8;2
7212;1966;Graduation;Married;44794.0;0;1;99;54;0;7;0;0;4;1;2;0;3;6;0;0;0;0;0;0;0;6;6
5329;1949;PhD;Divorced;35946.0;1;1;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;0;0;9;4
5956;1948;PhD;Divorced;45072.0;1;2;74;144;2;99;7;2;30;5;6;1;4;8;0;0;0;0;0;0;0;10;2
10430;1973;Graduation;Divorced;89694.0;1;1;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;0;0;10;2
6255;1952;Master;Together;70545.0;0;1;29;138;39;63;55;18;21;1;4;1;7;2;0;0;0;0;0;0;0;6;1
6516;1989;Basic;Married;17487.0;1;0;37;0;0;1;7;4;6;1;1;0;2;7;0;0;0;0;0;0;0;3;0
5682;1953;PhD;Single;64108.0;0;1;8;948;10;86;13;21;21;4;6;9;11;5;0;0;0;0;0;0;0;3;5
7458;1956;Master;Together;34941.0;1;1;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;0;0;3;2
5237;1950;PhD;Single;48767.0;1;2;79;28;1;21;3;0;10;3;2;1;3;5;0;0;0;0;0;0;0;1;2
7761;1978;2n Cycle;Together;38702.0;1;0;71;13;11;24;13;8;40;2;3;0;4;6;0;0;0;0;0;0;0;8;3
7235;1975;2n Cycle;Married;17003.0;1;0;37;2;5;12;4;8;7;3;2;0;4;5;0;0;0;0;0;0;0;12;0
2281;1970;Graduation;Single;33697.0;1;0;34;4;3;7;0;3;11;1;1;0;2;7;1;0;0;0;0;0;0;9;6
4073;1954;2n Cycle;Married;63564.0;0;0;0;769;80;252;15;34;65;1;10;10;7;6;1;0;0;0;0;0;1;1;2
7938;1958;PhD;Together;51518.0;0;1;92;350;8;66;17;4;4;2;3;2;10;3;0;0;0;0;0;0;0;10;3
4012;1972;PhD;Together;62220.0;0;1;55;799;12;375;16;12;12;5;7;6;5;6;0;0;0;0;0;0;1;8;5
10470;1979;Master;Married;40662.0;1;0;0;40;2;23;0;4;23;2;2;1;3;4;0;0;0;0;0;0;0;3;4
6488;1959;PhD;Married;38829.0;0;1;86;76;0;7;0;0;16;1;3;2;2;5;0;0;0;0;0;0;0;4;6
10270;1981;2n Cycle;Married;35523.0;1;0;8;11;5;22;12;5;11;2;3;0;3;7;0;0;0;0;0;0;0;10;3
6887;1967;Graduation;Single;79146.0;1;1;33;245;16;223;21;43;16;2;8;1;8;6;0;0;0;0;0;0;0;4;3
7573;1978;PhD;Single;31626.0;1;0;12;39;1;9;2;1;34;1;2;1;2;7;1;0;0;0;0;0;1;5;4
221;1955;Graduation;Married;48726.0;0;1;90;138;3;38;4;0;59;3;3;2;4;6;0;0;0;0;0;0;0;4;5
20;1965;2n Cycle;Married;46891.0;0;1;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;0;9;6
8786;1956;Master;Married;62058.0;0;1;52;301;7;74;10;0;58;4;6;1;7;6;0;0;0;0;0;0;0;5;6
10582;1979;Graduation;Married;72063.0;0;1;3;180;32;348;76;32;90;2;5;2;12;2;0;0;0;0;0;0;0;7;2
2371;1972;Graduation;Married;33622.0;1;1;22;39;1;22;3;4;12;3;2;0;4;7;0;0;0;0;0;0;0;4;5
6825;1953;Graduation;Together;41452.0;1;1;86;13;0;3;0;0;0;1;1;0;2;7;0;0;0;0;0;0;0;3;2
1072;1965;PhD;Single;40760.0;0;1;64;70;0;17;0;0;6;2;2;1;3;6;0;0;0;0;0;0;0;8;4
2461;1955;Master;Single;51124.0;1;1;79;26;1;11;0;1;4;2;1;0;3;3;0;0;0;0;0;0;0;12;2
10839;1976;Graduation;Together;36283.0;1;1;42;6;5;5;8;0;5;2;1;0;3;4;0;0;0;0;0;0;0;4;0
49;1970;Graduation;Single;20587.0;1;0;39;2;3;6;4;1;9;1;1;1;2;7;0;0;0;0;0;0;0;5;6
4290;1972;Graduation;Married;30467.0;1;0;8;1;3;8;2;5;5;1;1;0;2;7;0;0;0;0;0;0;0;3;2
10219;1972;Graduation;Together;31590.0;1;0;40;6;2;15;6;6;3;1;1;0;3;8;0;0;0;0;0;0;0;6;1
4211;1986;Basic;Married;20425.0;1;0;5;4;12;5;3;16;17;2;2;0;3;7;0;0;0;0;0;0;0;10;0
1135;1960;Master;Together;17144.0;1;1;96;18;2;19;0;2;6;5;3;0;4;7;0;0;0;0;0;0;0;2;5
347;1976;Graduation;Divorced;40780.0;0;1;30;229;27;71;13;3;34;4;7;1;5;9;0;0;0;0;0;0;0;9;5
10446;1957;PhD;Married;82017.0;0;0;58;184;23;446;30;23;23;1;5;4;7;2;0;1;1;1;0;0;1;11;2
3479;1950;Graduation;Single;16813.0;0;0;49;4;8;11;12;2;13;1;2;0;3;7;1;0;0;0;0;0;0;7;4
11075;1978;Graduation;Married;51267.0;1;1;37;183;2;64;7;2;12;4;3;3;5;4;0;0;0;0;0;0;0;10;1
4442;1961;Graduation;Single;46524.0;0;1;70;31;19;35;26;14;52;2;1;1;5;3;0;0;0;0;0;0;0;4;4
199;1962;Master;Single;45183.0;0;0;33;219;3;60;12;9;12;1;4;1;7;7;0;1;0;0;0;0;0;1;6
6722;1954;PhD;Married;70421.0;0;1;98;479;28;136;75;14;35;3;10;3;7;6;0;0;0;0;0;0;0;6;5
8523;1968;Graduation;Married;19329.0;1;0;39;24;1;16;12;2;5;3;4;0;3;8;0;0;0;0;0;0;0;12;5
310;1970;Master;Married;61872.0;0;1;81;330;5;159;36;27;16;4;4;4;9;4;0;0;0;0;0;0;0;12;4
8629;1956;Graduation;Widow;46984.0;1;1;71;19;1;10;2;1;8;1;1;0;3;5;0;0;0;0;0;0;0;3;1
236;1951;Graduation;Married;34838.0;1;1;62;28;23;29;29;14;47;3;2;1;4;6;0;0;0;0;0;0;0;1;5
4599;1976;Master;Married;49681.0;0;2;66;411;0;26;0;0;21;6;7;1;7;7;0;0;0;0;0;0;0;11;0
7326;1971;Master;Married;56850.0;0;1;83;34;1;19;2;7;0;1;1;1;3;2;0;0;0;0;0;0;0;3;6
7352;1957;Graduation;Married;55267.0;0;1;28;161;28;136;32;3;45;4;3;4;6;3;0;0;0;0;0;0;0;10;0
2964;1981;Graduation;Married;26872.0;0;0;0;3;10;8;3;16;32;1;1;1;2;6;0;0;0;0;0;0;0;10;2
5585;1972;Graduation;Single;21359.0;1;0;1;12;2;17;6;1;10;2;2;0;3;8;0;0;0;0;0;0;1;4;5
3732;1955;Master;Married;52750.0;0;1;72;393;0;239;90;69;69;6;5;7;9;4;0;0;0;0;0;0;0;2;0
11176;1970;PhD;Together;65968.0;0;1;12;376;9;83;19;4;4;2;5;4;7;3;0;0;0;0;0;0;0;5;0
2986;1976;Graduation;Married;30772.0;1;1;89;7;2;4;2;1;4;1;1;0;2;6;0;0;0;0;0;0;0;3;2
3900;1972;Graduation;Married;65685.0;0;1;54;642;14;49;0;7;57;1;9;2;9;5;0;0;0;0;0;0;0;3;5
7034;1978;2n Cycle;Married;25804.0;1;0;34;8;7;9;13;6;12;2;2;0;3;8;0;0;0;0;0;0;0;9;6
1143;1972;Graduation;Married;22063.0;1;0;43;7;10;13;3;11;11;2;2;0;3;7;0;0;0;0;0;0;0;8;3
1;1961;Graduation;Single;57091.0;0;0;0;464;5;64;7;0;37;1;7;3;7;5;0;0;0;0;1;0;1;6;6
3855;1963;Graduation;Married;22419.0;0;0;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;0;0;4;3
6768;1962;Graduation;Divorced;37859.0;1;2;75;22;1;8;2;1;2;2;1;0;3;8;0;0;0;0;0;0;0;1;5
2150;1958;PhD;Widow;80995.0;0;1;83;860;28;409;73;56;56;1;8;9;4;4;0;0;0;0;0;0;0;5;5
6646;1984;Graduation;Together;16529.0;1;0;23;3;0;5;13;0;1;1;1;0;3;6;0;0;0;0;0;0;0;3;5
4887;1976;PhD;Divorced;55412.0;1;1;65;10;5;28;11;1;8;1;2;0;3;5;0;0;0;0;0;0;0;11;4
3321;1967;PhD;Together;56575.0;0;2;42;421;5;90;0;16;10;3;7;3;7;5;0;0;0;0;0;0;0;5;6
11003;1980;2n Cycle;Together;25130.0;1;0;10;2;5;7;0;18;18;2;2;0;3;7;0;0;0;0;0;0;0;10;2
10402;1967;Graduation;Married;35441.0;1;1;94;25;1;9;2;1;1;2;1;0;3;8;0;0;0;0;0;0;0;2;3
6141;1972;Master;Single;49494.0;1;0;46;191;9;97;0;6;82;2;6;1;5;7;0;0;0;0;0;0;0;4;3
10856;1980;2n Cycle;Single;45889.0;0;1;42;31;0;6;0;1;8;1;1;0;3;6;0;0;0;0;0;0;0;7;1
4186;1950;Graduation;Together;34026.0;1;1;11;18;6;15;12;8;17;3;2;1;3;5;0;0;0;0;0;0;0;8;0
368;1974;Graduation;Married;40049.0;0;1;61;91;65;52;10;44;28;3;3;2;6;5;0;0;0;0;0;0;0;11;3
3312;1988;Graduation;Single;34176.0;1;0;12;5;7;24;19;14;20;4;3;0;4;6;0;0;0;0;0;0;0;5;0
11121;1981;Graduation;Married;19419.0;1;0;76;2;14;28;16;3;7;4;4;0;3;9;0;0;0;0;0;0;0;11;5
5935;1956;Master;Single;55284.0;0;1;60;547;7;140;0;7;63;3;7;5;8;5;0;0;0;0;0;0;0;12;0
2895;1963;Graduation;Single;49980.0;0;1;79;104;1;54;13;9;14;2;3;1;5;5;0;0;0;0;0;0;0;10;2
10262;1980;Graduation;Married;15072.0;2;0;96;8;2;15;0;10;18;4;3;1;3;5;0;0;0;0;0;0;0;5;4
7848;1974;Graduation;Single;49166.0;0;1;17;224;2;25;7;0;110;2;5;3;3;6;0;0;0;0;0;0;0;6;3
9477;1954;PhD;Married;65324.0;0;1;0;384;0;102;21;32;5;3;6;2;9;4;0;0;0;0;0;0;0;1;5
7186;1966;PhD;Together;30843.0;1;1;43;24;0;2;0;0;9;2;1;1;2;5;1;0;0;0;0;0;0;5;0
5794;1974;PhD;Married;46374.0;0;1;1;408;0;21;0;0;17;3;7;1;7;8;0;1;0;1;0;0;1;3;0
4877;1973;Master;Married;38576.0;0;1;2;34;0;7;0;0;0;1;1;0;3;7;0;0;0;0;0;0;0;3;1
425;1985;Graduation;Married;55357.0;2;0;66;374;64;116;84;25;64;3;6;2;11;5;0;0;0;0;0;0;0;2;1
3007;1966;Graduation;Together;37758.0;1;1;49;27;2;10;0;0;1;2;1;0;3;8;0;0;0;0;0;0;0;10;3
1031;1989;2n Cycle;Married;85710.0;0;0;5;600;20;350;29;30;33;1;6;9;10;2;0;0;1;0;0;0;0;5;6
4297;1969;Graduation;Together;23228.0;1;0;71;13;2;18;6;1;0;2;2;0;3;8;0;0;0;0;0;0;0;1;6
807;1969;Master;Together;44602.0;1;1;35;167;2;89;0;0;34;6;6;1;4;8;0;0;0;0;0;0;0;2;5
9553;1987;Graduation;Married;7500.0;0;0;94;0;2;3;4;1;5;1;0;0;3;6;0;0;0;0;0;0;0;1;2
4271;1989;2n Cycle;Together;38683.0;1;0;80;46;35;69;84;41;66;6;4;1;6;7;0;0;0;0;0;0;0;10;3
4120;1975;2n Cycle;Single;49514.0;1;0;61;88;39;78;58;13;93;2;6;1;4;7;0;0;0;0;0;0;0;12;1
2036;1973;PhD;Together;57906.0;0;1;29;243;11;119;10;3;15;3;4;2;8;4;0;0;0;0;0;0;0;6;1
115;1966;Master;Single;43456.0;0;1;0;275;11;68;25;7;7;3;5;1;8;5;0;0;0;0;0;0;0;3;1
4259;1986;Master;Single;19485.0;2;0;80;6;0;4;0;0;0;1;1;0;2;7;0;0;0;0;0;0;0;9;1
8687;1978;Graduation;Together;53172.0;0;1;54;121;62;90;68;20;125;3;2;3;8;3;0;0;0;0;0;0;0;5;0
2447;1979;Graduation;Together;30545.0;1;0;71;4;12;15;19;7;12;2;2;0;3;7;0;0;0;0;0;0;0;10;2
9353;1959;Graduation;Single;62450.0;0;1;61;515;47;267;62;66;38;2;5;5;4;3;0;1;0;0;0;0;0;1;0
3623;1976;Graduation;Together;21675.0;1;0;55;4;0;16;17;4;4;3;4;0;3;7;0;0;0;0;0;0;0;6;2
738;1981;2n Cycle;Single;42395.0;1;1;35;48;13;57;24;15;25;4;3;1;4;7;0;0;0;0;0;0;0;4;4
10602;1983;Graduation;Married;39922.0;1;0;30;29;12;59;19;1;36;2;3;0;4;8;0;0;0;0;0;0;0;2;3
3270;1978;2n Cycle;Together;17117.0;1;0;96;12;23;38;30;18;7;4;3;1;3;9;0;0;0;0;0;0;0;1;3
8443;1972;Graduation;Single;24762.0;1;0;16;6;10;12;3;15;40;3;3;1;2;8;1;0;0;0;0;0;1;2;0
9653;1975;Graduation;Married;35797.0;0;1;16;27;1;14;4;1;21;2;2;0;3;8;0;0;0;0;0;0;0;10;1
8916;1975;Graduation;Divorced;36627.0;2;0;78;9;1;5;0;0;1;1;0;0;3;5;0;0;0;0;0;0;0;7;1
8017;1981;2n Cycle;Married;51111.0;1;1;83;22;0;19;6;5;3;2;2;0;3;6;0;0;0;0;0;0;0;6;3
7023;1953;PhD;Single;46231.0;2;1;87;189;2;55;0;5;12;4;6;1;4;9;0;0;0;0;0;0;0;11;0
8086;1959;Graduation;Married;42243.0;1;1;34;48;0;2;0;0;5;2;2;0;3;7;0;0;0;0;0;0;0;12;2
2930;1978;Master;Single;68092.0;0;0;7;852;60;207;78;36;48;2;2;6;10;5;0;0;0;0;0;0;0;12;0
1928;1973;Graduation;Married;31814.0;1;0;73;35;3;20;4;1;20;2;2;0;3;9;1;0;0;0;0;0;0;2;5
7108;1965;Master;Widow;51390.0;1;1;54;205;20;47;23;2;56;6;5;2;5;5;0;0;0;0;0;0;0;9;5
9960;1991;Basic;Single;26868.0;1;0;52;0;0;1;8;3;2;1;1;0;2;7;0;0;0;0;0;0;0;4;2
7037;1974;PhD;Married;37087.0;1;0;50;194;55;134;15;0;3;3;4;2;8;6;0;0;0;0;0;0;0;8;6
905;1986;Graduation;Divorced;21846.0;1;0;38;7;17;18;6;10;26;4;4;0;3;8;0;0;0;0;0;0;0;10;1
8945;1970;Graduation;Divorced;54137.0;0;1;46;171;0;11;0;1;20;2;4;1;4;6;0;0;0;0;0;0;0;8;4
2727;1973;Graduation;Together;57100.0;0;0;19;181;21;69;39;3;96;1;3;3;6;3;0;0;0;0;0;0;0;12;2
6404;1969;Graduation;Together;58917.0;1;2;10;151;7;89;0;7;28;5;4;1;6;5;0;0;0;0;0;0;0;3;6
1968;1971;Graduation;Widow;45684.0;1;0;37;5;1;5;10;0;7;1;1;0;2;7;0;0;0;0;0;0;0;12;0
6534;1974;Graduation;Together;47889.0;1;0;94;29;0;29;0;5;4;1;2;0;3;5;0;0;0;0;0;0;0;1;5
9485;1986;PhD;Married;45921.0;0;0;23;102;9;49;24;3;12;1;2;1;6;4;0;0;0;0;0;0;0;3;0
4654;1992;Graduation;Together;75114.0;0;0;40;571;12;523;63;60;24;1;3;10;5;2;0;0;0;0;0;0;0;11;3
1048;1972;Master;Married;35641.0;1;0;11;63;3;67;8;9;28;2;3;1;4;7;0;0;0;0;0;0;1;7;6
10505;1960;Master;Together;73113.0;0;0;86;741;19;154;50;9;28;1;3;4;7;2;0;0;0;0;0;0;0;12;3
2625;1954;2n Cycle;Single;42607.0;0;1;30;156;29;56;30;32;47;2;3;2;7;3;0;0;0;0;0;0;0;11;6
9972;1955;PhD;Together;46015.0;1;1;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;0;0;4;6
4487;1969;Master;Single;39858.0;1;0;67;15;20;25;2;7;26;1;2;0;4;6;0;0;0;0;0;0;1;1;3
4988;1948;PhD;Married;34469.0;1;1;58;19;6;20;0;5;12;3;1;1;4;4;0;0;0;0;0;0;0;5;6
5871;1979;Master;Together;24401.0;0;0;98;73;28;217;10;24;115;3;6;1;6;8;0;0;0;0;0;0;0;8;4
